ticket,cost,month,location_from,location_to,duration,distance,assistance,energy_used,energy_collected
single,0.6,7,NEULAMÄKI,TASAVALLANKATU,685.0,4150,1,16.8,3.6
single,0.05,7,TASAVALLANKATU,TASAVALLANKATU,4.0,0,0,0.0,0.0
single,0.3,4,NEULAMÄKI,MICROTEKNIA,354.0,1410,1,5.7,8.7
single,0.9,7,SATAMA,MICROTEKNIA,1024.0,3940,1,34.7,12.0
season,0.0,7,KAUPPAKATU,KAUPPAKATU,880.0,2370,1,19.3,5.4
single,0.05,7,KAUPPAKATU,KAUPPAKATU,17.0,0,0,0.0,0.0
single,0.35,7,SATAMA,TORI,373.0,940,1,11.5,0.3
savonia,0.0,10,MICROTEKNIA,KYS,402.0,1430,1,15.7,6.9
single,0.35,10,TORI,TASAVALLANKATU,398.0,2000,1,11.5,2.1
savonia,0.0,9,MICROTEKNIA,TORI,1180.0,3000,0,0.0,8.4
savonia,0.0,10,KAUPPAKATU,TORI,760.0,1100,1,9.6,2.4
savonia,0.0,9,TORI,MICROTEKNIA,908.0,3290,1,24.9,10.5
savonia,0.0,9,MICROTEKNIA,NEULAMÄKI,322.0,1410,1,17.4,3.6
season,0.0,5,TORI,TORI,21.0,0,1,0.0,0.0
savonia,0.0,10,MICROTEKNIA,KAUPPAKATU,631.0,1720,1,12.4,9.0
savonia,0.0,9,TORI,MICROTEKNIA,684.0,3060,1,23.9,10.2
season,0.0,8,TASAVALLANKATU,TASAVALLANKATU,32.0,0,1,0.0,0.0
savonia,0.0,10,KAUPPAKATU,MICROTEKNIA,622.0,3210,1,18.1,6.3
savonia,0.0,9,KAUPPAKATU,KAUPPAKATU,149.0,0,1,0.0,0.0
single,0.75,6,TORI,NEULAMÄKI,852.0,4490,1,32.4,5.7
single,0.65,8,SATAMA,TASAVALLANKATU,722.0,2670,1,25.3,9.0
single,0.6,7,TORI,PUIJONLAAKSO,712.0,2900,1,24.1,5.7
season,0.0,7,KAUPPAKATU,KEILANKANTA,1415.0,6040,1,34.1,0.0
season,0.0,8,MICROTEKNIA,TORI,838.0,1660,1,29.4,8.1
single,0.5,8,NEULAMÄKI,KYS,545.0,2880,1,18.2,19.5
single,0.7,5,PUIJONLAAKSO,TORI,829.0,2290,1,12.5,11.4
single,0.55,6,SATAMA,SATAMA,606.0,1110,1,7.3,1.5
season,0.0,7,KEILANKANTA,KEILANKANTA,37.0,0,1,0.0,0.0
single,0.05,7,SATAMA,SATAMA,5.0,0,0,0.0,0.0
single,0.45,4,TORI,PUIJONLAAKSO,518.0,2350,1,25.0,6.0
single,0.6,6,KYS,KAUPPAKATU,696.0,2820,1,14.0,11.1
single,0.35,5,TASAVALLANKATU,KAUPPAKATU,411.0,1640,1,5.4,5.7
single,3.55,6,PUIJONLAAKSO,PUIJONLAAKSO,4207.0,17410,1,144.9,56.4
single,0.15,4,TORI,TORI,168.0,30,1,0.2,0.0
season,0.0,7,TASAVALLANKATU,TASAVALLANKATU,10.0,0,0,0.0,0.0
savonia,0.0,9,PUIJONLAAKSO,MICROTEKNIA,511.0,2730,1,11.8,3.0
season,0.0,6,TASAVALLANKATU,TORI,753.0,1980,0,0.0,7.5
single,0.75,8,KEILANKANTA,PIRTTI,840.0,4070,1,28.0,14.4
single,0.2,9,SATAMA,TORI,227.0,920,1,9.1,0.6
single,0.85,7,KEILANKANTA,TASAVALLANKATU,983.0,4540,1,35.9,2.4
single,0.55,7,PUIJONLAAKSO,TORI,624.0,2930,1,12.1,18.0
season,0.0,7,KAUPPAKATU,MICROTEKNIA,816.0,3240,1,28.6,8.1
season,0.0,6,TORI,TORI,469.0,0,0,0.0,0.0
season,0.0,6,TASAVALLANKATU,KAUPPAKATU,511.0,2190,1,21.6,6.0
season,0.0,8,TORI,TORI,79.0,20,1,0.1,0.0
single,0.1,7,TORI,KAUPPAKATU,105.0,350,0,0.0,0.3
savonia,0.0,10,TORI,TORI,75.0,0,1,0.0,0.0
single,0.05,5,SATAMA,SATAMA,45.0,0,1,0.0,0.0
single,0.35,6,TORI,SATAMA,399.0,1150,1,7.1,7.5
season,0.0,9,SATAMA,TORI,257.0,940,1,11.9,0.6
season,0.0,10,TORI,TASAVALLANKATU,713.0,2000,1,20.3,5.7
single,0.05,6,TASAVALLANKATU,TASAVALLANKATU,40.0,0,1,0.0,0.0
single,0.05,5,NEULAMÄKI,NEULAMÄKI,13.0,0,1,0.0,0.0
season,0.0,7,KAUPPAKATU,SATAMA,194.0,1010,1,3.7,2.7
season,0.0,7,NEULAMÄKI,MICROTEKNIA,211.0,1390,1,4.6,2.4
single,0.95,5,KAUPPAKATU,KEILANKANTA,1135.0,6050,1,35.2,3.9
season,0.0,7,KAUPPAKATU,TASAVALLANKATU,394.0,1640,1,7.6,2.7
season,0.0,7,KAUPPAKATU,SATAMA,251.0,1050,1,6.3,5.4
single,0.95,7,NEULAMÄKI,PUIJONLAAKSO,1112.0,4030,1,28.4,2.7
season,0.0,9,PUIJONLAAKSO,NEULAMÄKI,891.0,3800,1,36.1,22.2
season,0.0,6,MICROTEKNIA,TASAVALLANKATU,623.0,2880,1,16.0,3.9
season,0.0,7,PUIJONLAAKSO,TORI,620.0,2310,1,13.0,12.6
single,0.2,7,TORI,TORI,239.0,0,1,0.0,0.0
season,0.0,5,KAUPPAKATU,NEULAMÄKI,860.0,4420,1,40.2,5.4
single,0.75,7,SATAMA,PUIJONLAAKSO,887.0,3360,1,45.0,5.7
single,0.1,10,TORI,TORI,77.0,-60,1,0.1,0.0
single,0.05,5,KAUPPAKATU,KAUPPAKATU,34.0,0,1,0.0,0.0
single,0.05,7,KYS,KYS,27.0,0,1,0.0,0.0
single,0.1,6,KEILANKANTA,KEILANKANTA,91.0,0,1,0.0,0.0
single,0.5,6,TASAVALLANKATU,SATAMA,589.0,2620,1,12.3,9.6
single,0.05,6,SATAMA,SATAMA,12.0,0,0,0.0,0.0
single,0.4,6,PIRTTI,PIRTTI,466.0,1620,1,9.4,2.4
season,0.0,5,TORI,PUIJONLAAKSO,898.0,2740,1,37.3,8.4
season,0.0,5,TASAVALLANKATU,SATAMA,1024.0,0,1,0.0,0.0
season,0.0,5,SATAMA,KAUPPAKATU,370.0,1010,1,12.3,1.8
single,0.6,5,TORI,SATAMA,681.0,940,1,4.7,11.4
single,0.6,8,KAUPPAKATU,PUIJONLAAKSO,709.0,2520,1,35.6,4.2
single,0.75,10,KYS,TASAVALLANKATU,875.0,4340,1,32.2,5.1
savonia,0.0,9,SATAMA,KAUPPAKATU,220.0,1020,1,10.8,0.6
single,0.35,10,PUIJONLAAKSO,MICROTEKNIA,383.0,2170,1,14.6,8.4
savonia,0.0,9,KAUPPAKATU,KAUPPAKATU,65.0,30,0,0.0,0.0
season,0.0,7,KEILANKANTA,KAUPPAKATU,1133.0,6080,1,37.8,2.4
savonia,0.0,10,TORI,MICROTEKNIA,659.0,3080,1,23.4,8.1
savonia,0.0,9,KAUPPAKATU,KYS,672.0,2050,1,19.4,9.6
savonia,0.0,9,MICROTEKNIA,KEILANKANTA,1191.0,6820,1,42.2,1.8
single,0.5,7,TORI,TASAVALLANKATU,585.0,2170,1,14.5,5.4
single,0.55,8,TORI,MICROTEKNIA,645.0,3140,1,28.3,3.0
season,0.0,7,KAUPPAKATU,MICROTEKNIA,590.0,3020,1,22.1,9.3
single,0.05,5,NEULAMÄKI,NEULAMÄKI,58.0,30,1,0.1,0.0
single,0.6,10,KYS,NEULAMÄKI,682.0,2840,1,33.2,10.2
single,1.0,6,SATAMA,KAUPPAKATU,1143.0,3750,1,41.7,5.7
single,0.6,7,TORI,PUIJONLAAKSO,660.0,2620,1,29.5,5.1
single,0.45,10,TORI,KYS,533.0,1810,1,20.3,2.1
savonia,0.0,10,NEULAMÄKI,NEULAMÄKI,14.0,0,1,0.0,0.0
season,0.0,6,TASAVALLANKATU,TASAVALLANKATU,32.0,0,1,0.0,0.0
single,1.45,6,KEILANKANTA,KAUPPAKATU,1729.0,6180,1,29.3,9.0
season,0.0,7,SATAMA,TORI,224.0,940,1,14.5,1.5
savonia,0.0,10,TORI,TORI,77.0,0,1,0.0,0.0
single,0.7,8,SATAMA,TORI,815.0,1330,1,18.1,3.0
season,0.0,8,TASAVALLANKATU,KEILANKANTA,757.0,4450,1,16.5,2.4
savonia,0.0,9,PUIJONLAAKSO,MICROTEKNIA,518.0,2410,1,12.8,17.1
savonia,0.0,9,MICROTEKNIA,NEULAMÄKI,347.0,1440,1,18.1,3.3
single,0.2,8,TORI,TORI,234.0,730,1,6.4,2.4
savonia,0.0,10,NEULAMÄKI,MICROTEKNIA,271.0,1400,1,6.2,8.4
season,0.0,8,KYS,MICROTEKNIA,423.0,4650,1,32.2,19.2
single,0.6,8,TASAVALLANKATU,NEULAMÄKI,686.0,1220,1,37.6,3.3
season,0.0,8,TORI,TASAVALLANKATU,472.0,2030,1,13.4,2.7
season,0.0,8,TORI,KAUPPAKATU,802.0,1780,1,22.3,12.3
savonia,0.0,9,TORI,TORI,576.0,2760,1,24.2,4.8
savonia,0.0,10,TORI,PUIJONLAAKSO,514.0,2320,1,26.3,2.7
season,0.0,5,KAUPPAKATU,PUIJONLAAKSO,575.0,2290,1,26.7,3.0
season,0.0,6,KAUPPAKATU,KEILANKANTA,1256.0,6090,1,45.9,1.8
single,0.25,5,KAUPPAKATU,SATAMA,260.0,1000,1,4.5,8.4
season,0.0,7,TORI,NEULAMÄKI,1043.0,4550,1,44.0,12.0
single,1.1,5,KEILANKANTA,TORI,1284.0,6620,1,42.3,7.2
season,0.0,9,TORI,TORI,23.0,0,1,0.0,0.0
savonia,0.0,10,PUIJONLAAKSO,PUIJONLAAKSO,490.0,1740,1,14.6,8.1
single,0.9,7,KAUPPAKATU,KEILANKANTA,1042.0,6040,1,25.2,7.2
single,0.35,9,TORI,TORI,373.0,1680,1,10.8,4.8
savonia,1.0,10,TORI,KAUPPAKATU,2011.0,4730,1,41.7,16.5
season,0.0,8,TORI,MICROTEKNIA,594.0,3110,1,23.0,10.5
single,0.3,6,KAUPPAKATU,TASAVALLANKATU,317.0,1620,1,9.0,5.1
single,0.55,9,MICROTEKNIA,PUIJONLAAKSO,600.0,2490,1,25.7,7.5
single,1.35,6,KEILANKANTA,SATAMA,1606.0,7180,1,59.3,27.0
single,0.65,7,KAUPPAKATU,PUIJONLAAKSO,734.0,2530,1,24.3,3.9
season,0.0,7,KAUPPAKATU,KAUPPAKATU,27.0,0,1,0.0,0.0
savonia,0.0,9,KAUPPAKATU,KAUPPAKATU,23.0,0,1,0.0,0.0
single,1.05,7,KEILANKANTA,KEILANKANTA,1205.0,5170,1,26.7,2.4
single,0.4,7,TORI,SATAMA,447.0,1900,1,13.8,10.2
season,0.0,6,SATAMA,TORI,427.0,960,1,12.0,0.3
single,0.65,7,NEULAMÄKI,TORI,751.0,4590,1,19.1,3.6
single,0.15,9,KAUPPAKATU,SATAMA,176.0,1030,1,2.4,3.9
season,0.0,10,TORI,PUIJONLAAKSO,503.0,2410,1,21.6,4.2
season,0.0,7,TASAVALLANKATU,NEULAMÄKI,1271.0,4940,1,51.9,9.6
season,0.0,5,TORI,KEILANKANTA,1359.0,6580,1,57.4,5.1
single,0.2,8,KEILANKANTA,KEILANKANTA,227.0,-130,1,0.0,0.0
single,0.05,5,PUIJONLAAKSO,PUIJONLAAKSO,46.0,0,1,0.0,0.0
single,0.05,8,SATAMA,SATAMA,13.0,0,1,0.0,0.0
single,0.35,5,SATAMA,TORI,364.0,920,0,0.0,0.0
single,0.45,9,KYS,KAUPPAKATU,497.0,2000,1,13.4,8.1
single,1.05,6,KEILANKANTA,PIRTTI,1220.0,4140,1,22.2,6.3
season,0.0,5,SATAMA,TORI,283.0,940,1,13.3,0.0
single,0.95,5,KEILANKANTA,KAUPPAKATU,1114.0,6110,1,30.1,5.4
single,0.4,8,PUIJONLAAKSO,MICROTEKNIA,469.0,2200,1,12.5,23.4
single,1.5,6,SATAMA,TASAVALLANKATU,1748.0,6840,1,47.9,5.1
season,0.0,7,MICROTEKNIA,MICROTEKNIA,5.0,0,1,0.0,0.0
season,0.0,6,TORI,TASAVALLANKATU,521.0,2030,1,11.6,2.4
single,1.25,5,TORI,TASAVALLANKATU,1490.0,2270,1,17.8,7.2
single,0.4,6,TORI,TORI,428.0,1180,1,10.9,4.8
savonia,0.0,10,NEULAMÄKI,MICROTEKNIA,260.0,1430,1,5.6,7.8
single,0.75,7,SATAMA,PUIJONLAAKSO,887.0,3360,1,45.0,5.7
single,0.65,10,MICROTEKNIA,KAUPPAKATU,740.0,2920,1,21.3,11.7
single,0.85,5,TORI,NEULAMÄKI,1007.0,4580,1,43.5,14.7
single,0.65,6,TORI,TORI,723.0,3660,1,34.4,4.2
single,0.1,5,SATAMA,SATAMA,86.0,0,0,0.0,0.0
single,1.1,6,TORI,TASAVALLANKATU,1275.0,2110,1,18.8,4.2
season,0.0,5,MICROTEKNIA,MICROTEKNIA,22.0,0,1,0.0,0.0
savonia,0.0,9,KYS,NEULAMÄKI,562.0,2850,1,27.1,4.2
single,0.35,10,MICROTEKNIA,NEULAMÄKI,388.0,1550,1,20.1,1.8
season,0.0,5,SATAMA,MICROTEKNIA,821.0,4020,1,30.5,8.7
single,0.65,6,TASAVALLANKATU,TASAVALLANKATU,748.0,3530,1,23.1,5.1
single,0.3,6,SATAMA,KAUPPAKATU,311.0,1000,1,8.9,1.2
single,1.05,8,KEILANKANTA,KAUPPAKATU,1215.0,6030,1,30.9,7.2
single,0.6,6,KEILANKANTA,PIRTTI,664.0,4080,1,22.3,1.5
single,0.85,6,NEULAMÄKI,TORI,987.0,4420,1,20.0,23.7
single,0.95,5,MICROTEKNIA,TORI,1113.0,3090,1,26.9,6.0
season,0.0,5,NEULAMÄKI,MICROTEKNIA,249.0,1420,1,5.0,2.7
season,0.0,10,MICROTEKNIA,NEULAMÄKI,432.0,1460,1,21.3,2.1
single,0.5,7,KAUPPAKATU,PUIJONLAAKSO,582.0,2550,1,22.1,2.1
season,0.0,5,KEILANKANTA,PIRTTI,1433.0,6330,1,48.6,12.6
season,0.0,6,TORI,TASAVALLANKATU,478.0,2040,1,9.2,2.7
single,0.35,6,TASAVALLANKATU,KAUPPAKATU,412.0,1620,1,12.8,3.6
single,0.4,7,SATAMA,TORI,424.0,1220,1,12.5,1.5
season,0.0,6,TORI,TORI,69.0,0,0,0.0,0.0
single,0.55,7,PUIJONLAAKSO,MICROTEKNIA,624.0,2460,1,11.3,15.3
single,0.35,7,MICROTEKNIA,NEULAMÄKI,364.0,1410,1,18.9,3.0
single,1.55,6,PUIJONLAAKSO,TORI,1807.0,3690,1,22.0,30.3
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,203.0,1090,1,3.3,0.6
season,0.0,9,KEILANKANTA,KAUPPAKATU,1190.0,6110,1,35.6,1.8
single,0.2,6,KYS,KYS,235.0,220,1,2.3,0.3
single,0.9,6,KAUPPAKATU,KEILANKANTA,1058.0,6040,1,25.7,5.1
season,0.0,6,KAUPPAKATU,TORI,1201.0,2030,1,23.3,12.0
single,1.3,7,KYS,KEILANKANTA,1539.0,6760,1,47.8,5.4
single,0.25,8,TORI,SATAMA,260.0,950,1,3.0,5.4
season,0.0,8,TORI,SATAMA,332.0,980,1,3.2,9.3
single,1.25,6,SATAMA,KEILANKANTA,1452.0,7220,1,61.9,9.6
single,1.25,5,TASAVALLANKATU,NEULAMÄKI,1487.0,5470,1,67.4,12.3
season,0.0,9,TORI,MICROTEKNIA,849.0,3040,1,27.4,7.2
single,0.1,8,SATAMA,SATAMA,77.0,50,1,0.6,0.0
single,0.2,7,KEILANKANTA,KEILANKANTA,219.0,0,1,0.0,0.0
single,1.35,8,KEILANKANTA,TORI,1587.0,6510,1,48.0,8.4
single,1.75,6,TORI,TORI,2091.0,4400,1,39.9,9.3
season,0.0,8,KYS,KYS,620.0,0,1,0.0,0.0
single,1.7,7,SATAMA,PIRTTI,1992.0,11130,1,67.7,8.4
single,0.65,8,TORI,PUIJONLAAKSO,765.0,2430,1,22.7,4.5
single,0.05,5,KAUPPAKATU,KAUPPAKATU,9.0,0,1,0.0,0.0
single,1.75,7,TORI,TORI,2071.0,3880,0,0.0,6.3
single,0.4,5,TORI,TASAVALLANKATU,422.0,1990,1,16.6,2.4
single,0.55,10,KYS,SATAMA,623.0,2780,1,8.6,7.2
single,0.4,5,TORI,SATAMA,453.0,-870,1,0.0,0.0
savonia,0.0,10,MICROTEKNIA,PUIJONLAAKSO,642.0,2340,1,30.0,10.2
season,0.0,8,TASAVALLANKATU,KAUPPAKATU,444.0,1640,1,6.1,2.4
single,0.25,7,TORI,SATAMA,251.0,920,1,2.9,4.8
season,0.0,5,TASAVALLANKATU,TORI,518.0,2030,1,9.3,3.0
single,0.35,7,SATAMA,KAUPPAKATU,414.0,1010,1,9.5,2.7
single,0.5,5,PUIJONLAAKSO,TORI,544.0,2330,1,13.2,11.7
single,1.65,6,PIRTTI,KAUPPAKATU,1950.0,10040,1,47.9,9.3
single,0.35,7,MICROTEKNIA,PUIJONLAAKSO,419.0,2130,1,21.0,3.6
single,1.45,6,TORI,TORI,1696.0,5370,1,24.2,8.7
single,0.6,6,KEILANKANTA,KEILANKANTA,675.0,70,1,0.7,0.0
savonia,0.0,10,PUIJONLAAKSO,NEULAMÄKI,876.0,3680,1,34.5,24.0
season,1.0,10,TASAVALLANKATU,TASAVALLANKATU,1918.0,7940,1,68.7,20.1
single,0.7,7,TORI,TASAVALLANKATU,836.0,2590,0,0.0,7.8
season,0.0,7,TORI,KAUPPAKATU,99.0,390,0,0.0,2.4
savonia,0.0,9,NEULAMÄKI,MICROTEKNIA,250.0,1400,0,0.0,6.9
season,0.0,7,NEULAMÄKI,TORI,1112.0,6060,1,31.8,25.5
single,0.75,6,NEULAMÄKI,TORI,841.0,4510,1,27.8,23.1
season,0.0,9,NEULAMÄKI,KAUPPAKATU,1020.0,5370,1,35.6,9.9
season,0.0,7,TORI,KEILANKANTA,1544.0,7330,1,50.1,6.9
season,0.0,6,TORI,TASAVALLANKATU,598.0,2030,1,9.1,2.4
single,0.2,9,SATAMA,KAUPPAKATU,232.0,1000,1,11.1,0.3
savonia,0.0,10,PUIJONLAAKSO,KAUPPAKATU,611.0,2420,1,15.7,17.1
single,0.1,8,KEILANKANTA,KEILANKANTA,66.0,30,1,0.1,0.0
season,0.0,7,KAUPPAKATU,KAUPPAKATU,145.0,0,1,0.0,0.0
savonia,0.0,9,TASAVALLANKATU,TORI,764.0,2290,1,33.9,13.5
single,1.3,6,TORI,TORI,1539.0,6500,1,38.5,16.2
season,0.0,6,KYS,NEULAMÄKI,804.0,2870,1,29.9,12.6
single,1.05,7,KEILANKANTA,MICROTEKNIA,1215.0,6830,1,30.7,3.0
single,0.7,7,PIRTTI,KEILANKANTA,822.0,4200,1,17.8,10.8
single,1.2,6,TORI,NEULAMÄKI,1431.0,4340,1,36.7,11.7
single,0.55,6,KYS,PUIJONLAAKSO,643.0,2630,1,29.9,6.3
season,0.0,9,KAUPPAKATU,KEILANKANTA,1319.0,6490,1,58.1,9.0
savonia,0.0,10,KYS,KYS,60.0,0,1,0.0,0.0
savonia,0.0,10,MICROTEKNIA,NEULAMÄKI,968.0,1430,1,25.0,0.9
season,0.0,10,PUIJONLAAKSO,TORI,546.0,2350,1,16.6,2.4
single,0.35,5,TORI,KYS,374.0,1870,1,15.9,1.5
season,0.0,7,TASAVALLANKATU,KEILANKANTA,735.0,4460,1,19.0,0.9
season,0.0,8,SATAMA,PUIJONLAAKSO,765.0,3460,1,24.7,3.6
savonia,0.0,9,NEULAMÄKI,MICROTEKNIA,243.0,1390,1,5.4,10.2
single,0.3,9,TASAVALLANKATU,KAUPPAKATU,352.0,1710,1,7.9,6.3
single,0.1,7,SATAMA,SATAMA,93.0,0,1,0.0,0.0
single,0.55,9,KAUPPAKATU,PUIJONLAAKSO,605.0,2520,1,27.9,3.3
season,0.0,8,TASAVALLANKATU,KEILANKANTA,783.0,4480,1,27.7,0.9
single,0.35,5,PUIJONLAAKSO,TORI,413.0,2310,1,5.0,11.7
season,0.0,5,TORI,TASAVALLANKATU,358.0,2030,1,6.8,4.8
season,0.0,6,TORI,NEULAMÄKI,1041.0,4510,1,41.5,5.4
savonia,0.0,9,MICROTEKNIA,TASAVALLANKATU,1260.0,5390,1,34.0,19.5
single,1.1,8,TORI,KEILANKANTA,1264.0,6610,1,47.4,8.1
single,0.75,5,KEILANKANTA,TASAVALLANKATU,854.0,4430,1,20.0,0.9
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,38.0,20,1,0.2,0.0
single,1.0,8,KEILANKANTA,TORI,1186.0,6660,1,51.0,4.5
single,0.8,7,SATAMA,PUIJONLAAKSO,947.0,1350,1,38.1,6.0
single,0.8,5,PUIJONLAAKSO,NEULAMÄKI,901.0,3940,1,35.1,22.8
season,0.0,9,TASAVALLANKATU,TASAVALLANKATU,31.0,0,1,0.0,0.0
single,0.65,7,TORI,TASAVALLANKATU,765.0,2910,1,22.8,8.7
single,0.4,7,TASAVALLANKATU,KAUPPAKATU,444.0,1600,1,10.9,5.4
single,0.3,6,TORI,TORI,336.0,0,1,0.0,0.0
single,0.05,6,NEULAMÄKI,NEULAMÄKI,49.0,40,0,0.0,0.0
savonia,0.0,10,TORI,KAUPPAKATU,1054.0,1440,1,12.3,2.7
season,0.0,8,KEILANKANTA,PIRTTI,683.0,4070,1,30.5,0.6
season,0.0,5,TORI,KEILANKANTA,1254.0,6610,1,34.4,11.7
season,0.0,6,MICROTEKNIA,TORI,650.0,3070,1,19.7,9.6
single,0.95,7,SATAMA,PUIJONLAAKSO,1112.0,3520,1,29.8,5.1
season,0.0,5,MICROTEKNIA,NEULAMÄKI,302.0,1400,1,15.1,3.0
season,0.0,10,TORI,KYS,469.0,1820,1,16.2,6.0
season,0.0,9,MICROTEKNIA,TORI,746.0,3150,1,17.2,9.0
single,0.4,6,TORI,SATAMA,439.0,950,1,3.5,5.4
season,0.0,6,TASAVALLANKATU,TASAVALLANKATU,67.0,10,1,0.0,0.0
single,0.5,7,KYS,TORI,591.0,2110,1,10.4,6.9
season,0.0,6,KEILANKANTA,KEILANKANTA,94.0,0,1,0.0,0.0
season,0.0,9,TORI,KEILANKANTA,1342.0,6570,1,38.5,6.9
single,0.05,7,TASAVALLANKATU,TASAVALLANKATU,6.0,0,0,0.0,0.0
single,0.45,7,KAUPPAKATU,TASAVALLANKATU,511.0,1680,0,0.0,2.1
savonia,0.0,9,KAUPPAKATU,PUIJONLAAKSO,602.0,2490,1,26.7,7.5
single,1.0,5,TASAVALLANKATU,KEILANKANTA,1188.0,4960,1,40.9,6.6
single,0.35,10,TASAVALLANKATU,TORI,415.0,2030,1,15.5,2.4
single,0.55,7,PUIJONLAAKSO,TORI,605.0,2640,1,8.4,15.0
single,0.15,6,PUIJONLAAKSO,PUIJONLAAKSO,124.0,220,0,0.0,0.3
season,0.0,5,KAUPPAKATU,TASAVALLANKATU,356.0,1650,1,14.7,3.3
season,0.0,6,KAUPPAKATU,KAUPPAKATU,191.0,0,1,0.0,0.0
season,0.0,8,KAUPPAKATU,KAUPPAKATU,55.0,20,1,0.1,0.0
season,0.0,6,MICROTEKNIA,NEULAMÄKI,357.0,1400,1,20.0,3.9
single,0.35,9,TASAVALLANKATU,TASAVALLANKATU,415.0,1670,1,10.8,3.3
single,1.05,6,TORI,PUIJONLAAKSO,1214.0,10,1,0.0,0.0
season,0.0,5,MICROTEKNIA,KAUPPAKATU,632.0,3020,1,20.7,8.4
single,0.3,5,SATAMA,KAUPPAKATU,307.0,1020,1,10.9,1.2
single,1.0,7,SATAMA,TORI,1158.0,2880,1,29.4,6.9
single,0.25,5,KAUPPAKATU,SATAMA,242.0,1010,1,4.2,3.6
season,0.0,6,TORI,SATAMA,369.0,970,1,3.8,5.4
season,0.0,9,TASAVALLANKATU,TORI,424.0,2020,1,10.9,1.8
savonia,0.0,9,SATAMA,TORI,224.0,930,1,10.9,0.6
single,0.6,7,TASAVALLANKATU,SATAMA,699.0,3010,1,18.9,14.7
single,0.05,8,PUIJONLAAKSO,PUIJONLAAKSO,28.0,0,1,0.0,0.0
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,642.0,1890,1,20.3,6.9
savonia,0.0,9,TASAVALLANKATU,TASAVALLANKATU,133.0,0,1,0.0,0.0
single,0.05,8,TORI,TORI,46.0,0,1,0.0,0.0
season,0.0,5,TORI,KAUPPAKATU,1646.0,330,1,2.7,0.9
single,0.75,7,PUIJONLAAKSO,SATAMA,852.0,3210,0,0.0,7.8
savonia,0.0,9,KAUPPAKATU,NEULAMÄKI,1035.0,4370,1,39.1,9.9
season,0.0,8,NEULAMÄKI,KAUPPAKATU,1048.0,5460,1,30.7,15.0
single,1.5,7,KEILANKANTA,PUIJONLAAKSO,1757.0,8940,1,65.3,14.1
single,0.7,7,TASAVALLANKATU,PUIJONLAAKSO,791.0,3870,1,35.0,3.6
season,1.0,6,TORI,TORI,2660.0,4100,1,25.5,13.5
single,0.75,8,KAUPPAKATU,NEULAMÄKI,893.0,4450,1,33.7,9.6
savonia,0.0,10,TORI,TORI,263.0,-240,1,0.2,0.0
season,0.0,6,MICROTEKNIA,NEULAMÄKI,579.0,1400,1,29.4,2.1
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,5.0,0,1,0.0,0.0
single,0.35,6,SATAMA,TORI,410.0,1000,1,17.9,6.3
single,0.55,5,KAUPPAKATU,PUIJONLAAKSO,626.0,2510,1,28.7,3.3
single,0.7,9,PIRTTI,KEILANKANTA,837.0,4110,1,33.7,3.3
single,0.1,5,TASAVALLANKATU,TASAVALLANKATU,70.0,0,1,0.0,0.0
savonia,0.0,10,MICROTEKNIA,PUIJONLAAKSO,541.0,2470,1,28.9,8.7
single,0.85,5,KEILANKANTA,PIRTTI,993.0,5760,1,21.1,2.7
single,0.15,7,TORI,KAUPPAKATU,130.0,390,0,0.0,0.0
season,0.0,8,SATAMA,KAUPPAKATU,482.0,1020,1,12.8,1.2
single,0.5,6,KYS,TORI,540.0,2210,1,13.5,9.9
season,0.0,5,MICROTEKNIA,SATAMA,950.0,4060,1,28.0,14.1
single,0.4,9,KYS,MICROTEKNIA,432.0,1520,1,12.4,5.4
savonia,0.0,9,KEILANKANTA,MICROTEKNIA,1275.0,6880,1,33.7,6.3
savonia,0.0,10,PUIJONLAAKSO,MICROTEKNIA,749.0,2150,0,0.0,17.7
season,0.0,4,KAUPPAKATU,KAUPPAKATU,14.0,0,0,0.0,0.0
single,1.0,5,SATAMA,PUIJONLAAKSO,1171.0,3260,1,49.0,3.6
single,0.75,8,KYS,NEULAMÄKI,896.0,2960,1,29.4,7.5
season,0.0,5,KAUPPAKATU,PUIJONLAAKSO,629.0,2490,1,31.4,2.1
single,0.55,8,KAUPPAKATU,TASAVALLANKATU,602.0,1640,1,13.9,3.3
savonia,0.0,10,NEULAMÄKI,MICROTEKNIA,269.0,1410,1,4.9,18.6
savonia,0.0,10,TORI,KEILANKANTA,1071.0,6450,1,39.7,2.1
single,0.65,10,TORI,PUIJONLAAKSO,752.0,2640,1,31.1,3.6
single,0.9,6,KEILANKANTA,KAUPPAKATU,1044.0,6090,1,20.4,4.2
single,0.15,5,TASAVALLANKATU,TASAVALLANKATU,130.0,-50,1,0.2,0.0
season,0.0,9,KEILANKANTA,KYS,1329.0,6870,1,58.4,4.8
season,0.0,6,MICROTEKNIA,TASAVALLANKATU,532.0,2880,1,9.5,1.5
single,0.9,6,TASAVALLANKATU,TASAVALLANKATU,1078.0,3610,1,24.6,9.3
season,0.0,5,KEILANKANTA,KAUPPAKATU,1182.0,6360,1,36.9,3.9
single,0.05,8,TASAVALLANKATU,TASAVALLANKATU,30.0,0,1,0.0,0.0
